genres,item_name,release_date,price,item_id,developer,year
"['Casual', 'Indie', 'RPG']",Aveyond 3-3: The Lost Orb,2015-01-16,9.99,321880,"Amaranth Games, LLC",2015
['Action'],Call of Duty®: Advanced Warfare - Netherlands Exoskeleton Pack,2015-01-15,1.99,334220,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Australia Exoskeleton Pack,2015-01-15,1.99,333084,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - France Exoskeleton Pack,2015-01-15,1.99,333082,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Hot Rod Exoskeleton Pack,2015-01-15,2.99,331071,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Canada Exoskeleton Pack,2015-01-15,1.99,333081,"Sledgehammer Games,Raven Software",2015
['Action'],Call of Duty®: Advanced Warfare - Barong Exoskeleton Pack,2015-01-15,2.99,331070,"Sledgehammer Games,Raven Software",2015
"['Indie', 'RPG']",Chronicles of a Dark Lord: Episode II War of The Abyss,2015-01-16,2.99,341780,Kisareth Studios,2015
['Simulation'],Train Simulator: The Story of Forest Rail Route Add-On,2015-01-19,24.99,277742,Union Workshop,2015
"['Indie', 'RPG', 'Simulation', 'Strategy']",HuniePop,2015-01-19,9.99,339800,HuniePot,2015
"['Casual', 'Indie', 'Simulation']",Cat Goes Fishing,2015-01-19,6.99,343780,Cat5Games,2015
['Indie'],Unhack - Original Soundtrack,2014-02-20,4.99,343720,InvertMouse,2014
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",AGFPPROV3 Premium,2013-11-18,79.99,266590,Axis Game Factory LLC,2013
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Captain of the Watch Character Skin,2015-01-20,0.99,313370,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015
"['Action', 'Adventure']",Resident Evil / biohazard HD REMASTER,2015-01-19,19.99,304240,"CAPCOM Co., Ltd.",2015
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Bit Odyssey,2014-12-15,4.99,328740,Gamesare,2014
"['Adventure', 'Indie', 'RPG', 'Strategy']",Deity Quest Demo,2015-01-20,4.99,341210,Fancy Fish Games,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",Deity Quest,2015-01-20,9.99,340330,Fancy Fish Games,2015
['Indie'],Deity Quest Soundtrack,2015-01-20,4.99,341320,Fancy Fish Games,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",Deity Quest Extended,2015-01-20,12.99,341220,Fancy Fish Games,2015
"['Action', 'RPG']",PAYDAY 2: The Bomb Heists,2015-01-22,4.99,339480,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015
"['Action', 'RPG']",PAYDAY 2: Dragan Character Pack,2015-01-22,4.99,344140,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015
"['Action', 'Adventure', 'Indie']",PARTICLE MACE,2015-01-22,0.98,295690,Andy Wallace,2015
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Among Ripples,2015-01-22,4.99,341720,Eat Create Sleep,2015
['Indie'],Without Within - Extra Edition,2015-01-22,1.99,345670,InvertMouse,2015
"['Action', 'Indie']",TorqueL,2015-01-22,9.99,250070,"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com,sanodg (Nobuyoshi Sano)",2015
"['Action', 'Indie']",PARTICLE MACE - Soundtrack,2015-01-22,0.99,343290,"Andy Wallace,Nathaniel Chambers",2015
"['Adventure', 'Indie', 'Early Access']",Stranded Deep,2015-01-23,14.99,313120,Beam Team Games,2015
"['Indie', 'Simulation', 'Strategy']",Guild Commander,2015-01-23,4.99,337220,GTGD,2015
['Strategy'],Grey Goo,2015-01-23,29.99,290790,Petroglyph,2015
"['Free to Play', 'Indie']",Without Within,2015-01-22,4.99,345650,InvertMouse,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Venetica - Gold Edition,2009-09-04,9.99,338140,Deck13,2009
['Indie'],Gravity Ghost - Soundtrack,2015-01-26,4.99,343510,Ivy Games LLC,2015
"['Casual', 'Indie', 'Simulation']",Bridge Creator 2015,2015-01-26,2.99,345790,MKLab,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Three Days Grace - “Never Too Late”,2015-01-27,2.99,342757,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Three Days Grace - “Just Like You”,2015-01-27,2.99,342759,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Three Days Grace - “Break”,2015-01-27,2.99,342758,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Three Days Grace Song Pack,2015-01-27,11.99,342760,Ubisoft - San Francisco,2015
['Racing'],Trials Fusion - Fire in the Deep,2015-01-27,4.99,337750,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2015
"['Action', 'RPG']",Lady Hammerlock the Baroness Pack,2015-01-27,9.99,321430,"2K Australia,Gearbox Software,Aspyr (Mac, Linux)",2015
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,2015-01-27,0.99,313371,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Blood Hunters Warband,2015-01-27,1.99,318411,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015
"['Adventure', 'Casual']",Ghost Pirates of Vooju Island,2015-01-27,9.99,344030,Autumn Moon,2015
"['Design &amp; Illustration', 'Education', 'Utilities']",My Family Creative Studio,2015-01-28,6.99,345310,Alternative Software Ltd,2015
['Simulation'],X-Plane 10 AddOn - Carenado - C337H Skymaster,2015-01-28,29.99,339381,Carenado,2015
['Adventure'],The Quivering,2015-01-28,3.99,345290,Charybdis Ltd,2015
"['Design &amp; Illustration', 'Education']",Wildlife Creative Studio,2015-01-28,6.99,345300,Alternative Software Ltd,2015
"['Adventure', 'Casual']",Hypnosis,2015-01-28,4.99,343430,Nevosoft,2015
['RPG'],Dead State Demo,2015-01-29,4.99,346640,DoubleBear Productions,2015
"['Adventure', 'Casual', 'Indie', 'Simulation']",CAFE 0 ~The Drowned Mermaid~ Demo,2011-10-04,4.99,335680,roseVeRte,2011
"['Casual', 'Indie', 'RPG']",Bret Airborne,2013-04-09,4.99,342510,Machine 22,2013
"['Adventure', 'Indie']",Tulpa,2015-01-29,9.99,331340,Encryptique,2015
"['Indie', 'RPG']",Firefly Online Cortex,2015-01-29,4.99,343750,Spark Plug Games,2015
"['Action', 'Adventure', 'Indie']",The Lady,2015-01-29,0.99,341060,"Mikeypoo's Games,Roger Levy",2015
"['Action', 'Indie']",Pix the Cat,2015-01-29,9.99,330180,Pastagames,2015
"['Adventure', 'Indie', 'RPG']",Tales of Aravorn: Seasons Of The Wolf Demo,2014-11-15,4.99,345000,Winter Wolves,2014
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Top-down Tokens - Heroic 1,2015-01-29,4.99,347490,"SmiteWorks USA, LLC",2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Top-down Tokens - Heroic 2,2015-01-29,4.99,347491,"SmiteWorks USA, LLC",2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Fiery Dragon Counter Collection: Heroic 2,2015-01-29,7.99,347101,"SmiteWorks USA, LLC",2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Top-down Tokens - Heroic 5,2015-01-29,4.99,347494,"SmiteWorks USA, LLC",2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Top-down Tokens - Heroic 3,2015-01-29,4.99,347492,"SmiteWorks USA, LLC",2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Top-down Tokens - Heroic 4,2015-01-29,4.99,347493,"SmiteWorks USA, LLC",2015
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Forward to the Sky Demo,2015-02-03,4.99,348010,Animu Game,2015
"['Action', 'Adventure', 'Indie', 'Early Access']",10 Years After,2015-01-30,5.99,339240,Rock Paper Games,2015
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Fiery Dragon Counter Collection: Epic 1,2015-01-29,5.99,347103,"SmiteWorks USA, LLC",2015
"['Action', 'Indie']",BANZAI PECAN: The Last Hope For the Young Century Demo,2012-08-02,4.99,346690,SERIOUS*IMPACT WORKS,2012
"['Casual', 'Indie', 'RPG']",Bret Airborne Demo,2013-04-09,4.99,347780,Machine 22,2013
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Twisted Gears Pack,2015-02-02,4.99,318875,Crystal Dynamics,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Overture,2015-01-01,4.99,343100,Black Shell Games,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Overture OST,2015-01-01,2.99,347900,Black Shell Games,2015
"['Casual', 'Indie', 'Strategy']",Ancient Planet Tower Defense,2015-02-03,4.99,345090,Moonlight Mouse,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Apotheon,2015-02-03,14.99,208750,Alientrap,2015
['Indie'],Super Pixalo,2015-02-03,0.99,347480,Philip Royer,2015
"['Adventure', 'Indie', 'RPG', 'Early Access']",Terra Incognita ~ Chapter One: The Descendant,2015-02-03,0.99,347560,Back To Basics Gaming,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Apotheon: Original Soundtrack,2015-02-03,6.99,344730,Alientrap,2015
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Test of Power,2015-02-03,4.99,313372,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015
"['Adventure', 'Indie']",Astray,2015-02-03,6.99,329200,Aegon Games,2015
"['Action', 'Indie', 'Strategy', 'Early Access']",TOTM,2015-02-03,7.99,324360,Juniper Games,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Cinderella - “Don’t Know What You Got (Till It’s Gone)”,2015-02-03,2.99,342761,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Tesla - “Love Song”,2015-02-03,2.99,342762,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Extreme - “More Than Words”,2015-02-03,2.99,342763,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Boston - “Amanda”,2015-02-03,2.99,342764,Ubisoft - San Francisco,2015
"['Indie', 'Strategy']",Sentinels of the Multiverse - Mini-Pack 1,2015-02-05,1.99,344050,Handelabra Games Inc.,2015
"['Indie', 'Strategy']",Sentinels of the Multiverse - Soundtrack (Volume 1),2015-02-05,4.99,348100,Handelabra Games Inc.,2015
"['Action', 'Casual']",Moorhuhn (Crazy Chicken),2015-02-05,1.99,340120,Doyodo,2015
['Simulation'],Train Simulator: Union Pacific GP30 Loco Add-On,2015-02-05,19.99,277759,Digital Train Model,2015
"['Action', 'Free to Play', 'Indie', 'RPG']",Destination Sol,2015-02-05,4.99,342980,MovingBlocks,2015
"['Action', 'Adventure', 'Indie']",Fractured Soul,2015-02-05,9.99,307030,Endgame Studios,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",Forsaken Isle,2015-02-06,7.99,347940,Smoodlez,2015
"['Casual', 'Indie', 'RPG']",Barter Empire,2015-02-06,4.99,346160,Mayhem Games USA,2015
"['Casual', 'Indie', 'Simulation']",Bloop Reloaded,2015-02-06,9.99,315060,2SD,2015
"['Adventure', 'Indie', 'RPG']",SUNLESS SEA,2015-02-06,18.99,304650,Failbetter Games,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",Crystal Story II,2015-02-06,2.99,344860,Emmanuel Salva Cruz,2015
"['RPG', 'Simulation', 'Strategy']",Tropico 5 - Gone Green,2015-02-12,3.99,306397,Haemimont Games,2015
"['Action', 'Indie']",The Asskickers-Steam Edition,2015-02-06,9.99,348650,AGO Games,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Seether Song Pack,2015-02-10,7.99,342769,Ubisoft - San Francisco,2015
"['Action', 'Indie', 'Simulation', 'Strategy']",Universal Combat CE,2015-02-06,9.99,345580,3000AD,2015
"['Adventure', 'Indie', 'RPG']",Pixel Heroes: Byte & Magic,2015-02-06,9.99,338320,The Bitfather,2015
"['Action', 'Indie']",Wickland,2014-11-14,0.99,321260,Mad Ram Software,2014
"['Indie', 'RPG', 'Simulation', 'Strategy']",HuniePop Original Soundtrack,2015-02-06,3.99,348560,HuniePot,2015
"['Action', 'Adventure', 'Indie']",Plazma Being,2015-02-09,4.99,346630,Felix Wunderlich,2015
"['Action', 'Casual', 'Strategy']",Check vs. Mate - Floating Island DLC,2015-02-09,6.99,339630,Targem Games,2015
"['Action', 'Casual', 'Indie']",Time Rifters Demo,2015-02-09,4.99,348110,Proton Studio Inc,2015
"['Action', 'Casual', 'Indie']",Samudai,2015-02-09,2.99,342740,Geek Sloth Games,2015
['Free to Play'],HIT,2015-02-09,4.99,336670,Shifty Chair Games,2015
"['Action', 'Adventure', 'Indie']",Lex Mortis,2015-02-09,4.99,348450,Dennis Esie,2015
['Indie'],Steam and Metal,2015-02-09,9.99,335010,Maltakreuz,2015
"['Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Dark Forester,2015-02-09,8.99,349450,Morozov Sergey,2015
['Indie'],Steam and Metal Demo,2015-02-09,4.99,347920,AvrDragon,2015
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Early Access']",MyRPG Master,2015-02-09,39.99,329890,DragonHead Studio,2015
['Simulation'],Train Simulator: Midland Main Line London-Bedford Route Add-On,2015-02-12,39.99,277760,,2015
"['Action', 'Indie']",Spirit Run - Fire vs. Ice,2015-02-12,2.99,311490,Lunagames,2015
"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",Damned Nation Reborn,2015-02-12,12.99,345710,Sinister,2015
"['Action', 'Massively Multiplayer', 'Racing']",The Crew™ Speed Car Pack,2015-02-12,6.99,315393,,2015
"['Action', 'Indie']",Barbarian Brawl,2015-02-12,4.99,332730,Thrillion,2015
"['Action', 'Adventure']",Far Cry® 4 – Overrun,2015-02-12,4.99,324343,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2015
['Strategy'],Cults and Daggers,2015-02-12,29.99,333350,Chaphat,2015
"['Indie', 'RPG']",The Legend of Candlewind: Nights & Candles,2015-02-12,9.99,326650,Atmosphere Entertainment Studios,2015
['Indie'],The Lady - Soundtrack,2015-02-12,0.99,350520,"MPR ART Hallucinations,Roger Levy",2015
['Indie'],Crashed Lander Demo,2015-02-12,4.99,350230,Don Whitaker,2015
"['Action', 'Casual', 'Indie']",Hyphen,2015-02-12,3.99,346510,FarSpace Studios,2015
['Indie'],Hyphen Original Soundtrack,2015-02-12,2.99,349970,"FarSpace Studios,Andrew Lloyd",2015
"['Action', 'Indie', 'Simulation', 'Strategy']",Evolution II: Fighting for Survival,2015-02-12,1.99,347580,LiveItGames LLC,2015
"['Action', 'Indie', 'Racing', 'Early Access']",Janky Tanks,2015-02-12,4.99,344220,Hyper Hippo Games,2015
"['Action', 'Adventure', 'Casual', 'Indie']",On A Roll 3D,2015-02-12,3.99,341090,Battenberg Software,2015
['Strategy'],Total War: ATTILA - Viking Forefathers Culture Pack,2015-02-17,7.99,335020,Creative Assembly,2015
"['Adventure', 'Indie']",Morningstar: Descent to Deadrock Demo,2015-02-17,4.99,351020,Red Herring Labs,2015
"['Adventure', 'Indie']",Morningstar: Descent to Deadrock,2015-02-17,9.99,339130,Red Herring Labs,2015
"['Action', 'Indie', 'RPG']",Hand of Fate,2015-02-17,19.99,266510,Defiant Development,2015
"['Action', 'Adventure']",LEGO Batman 3: Beyond Gotham DLC: Bizarro,2015-02-17,2.99,327177,"TT Games,Feral Interactive (Mac)",2015
"['Action', 'Indie']",Stay Dead Evolution Demo,2015-02-17,4.99,349560,Brucefilm,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction - “Been Caught Stealing”,2015-02-17,2.99,342771,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction - “Just Because”,2015-02-17,2.99,342773,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction - “Superhero”,2015-02-17,2.99,342774,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction - “Mountain Song”,2015-02-17,2.99,342770,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction - “Jane Says”,2015-02-17,2.99,342772,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Jane’s Addiction Song Pack,2015-02-17,11.99,342775,Ubisoft - San Francisco,2015
"['Action', 'Indie']",Paparazzi,2015-02-17,1.99,341360,Pringo Dingo Games,2015
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Chainsaw Warrior: Lords of the Night,2015-02-17,5.99,307600,Auroch Digital,2015
"['Action', 'Indie', 'Simulation']",Cell HD: emergence,2015-02-19,5.99,334960,"New Life Interactive, LLC",2015
"['Casual', 'Indie', 'Simulation', 'Strategy']",Pixel Puzzles 2: Birds,2015-02-20,9.99,344230,DL Softworks,2015
['Strategy'],"Warhammer 40,000 : Armageddon - Untold Battles",2015-02-20,4.99,348760,"Flashback Games,The Lordz Games Studio",2015
"['Action', 'Adventure', 'Indie', 'RPG']",Hot Tin Roof: The Cat That Wore A Fedora,2015-02-20,14.99,253390,Glass Bottom Games,2015
['Action'],Boring Man: Premium!,2015-02-20,4.99,346170,Spasman Games,2015
"['Action', 'Free to Play']",Boring Man - Online Tactical Stickman Combat,2014-04-04,4.99,346120,Spasman Games,2014
"['Adventure', 'Indie']",Tormentum - Dark Sorrow Demo,2015-02-20,4.99,347680,OhNoo Studio,2015
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Português do Brasil [Learn Brazilian Portuguese],2015-02-20,4.99,338371,Rob Howland,2015
"['Adventure', 'Casual', 'Indie', 'RPG']",Hero of the Kingdom II,2015-02-20,7.99,346560,Lonely Troops,2015
"['Action', 'Indie', 'RPG', 'Early Access']",Catacomb Kids,2015-02-20,15.99,315840,FourbitFriday,2015
"['Action', 'Casual']",Moorhuhn Invasion (Crazy Chicken Invasion),2015-02-20,3.99,340130,Doyodo,2015
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Fasaria World: Browser MO,2015-11-05,2.99,398970,,2015
"['Adventure', 'Casual']",Odysseus: Long Way Home,2015-02-23,3.99,348960,Rainbow Games,2015
"['Adventure', 'Indie']",Night Shift,2015-02-23,4.99,301050,Brandon Brizzi,2015
"['Adventure', 'Indie']",Trash TV,2015-02-23,6.99,343840,Lawrence Russell,2015
"['Indie', 'Strategy']",There Came an Echo: Original Soundtrack,2015-02-24,9.99,327470,Iridium Studios,2015
['Racing'],Trials Fusion - Fault One Zero,2015-02-24,4.99,337740,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2015
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Video Production']",Fuse - Free Brute Character Pack,2015-02-24,4.99,349130,Mixamo,2015
"['Action', 'Adventure']",Raid Mode: Weapon Storage B,2015-02-24,1.99,320381,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Parts Storage A,2015-02-24,1.99,320383,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Weapon Storage C,2015-02-24,1.99,320382,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Weapon Storage A,2015-02-24,1.99,320380,Capcom,2015
"['Adventure', 'Indie']",Oscura: Lost Light,2015-02-24,6.99,320520,Chocolate Liberation Front,2015
"['Action', 'Adventure']",Raid Mode: Parts Storage C,2015-02-24,1.99,320385,Capcom,2015
"['Action', 'Adventure']",Costume Pack,2015-02-24,9.99,320364,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Parts Storage B,2015-02-24,1.99,320384,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Album Storage B,2015-02-24,1.99,320387,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Album Storage A,2015-02-24,1.99,320386,Capcom,2015
"['Action', 'Adventure']",Natalia's Lottie Suit Costume,2015-02-24,2.99,320362,Capcom,2015
"['Action', 'Adventure']",Barry's Commandant Costume,2015-02-24,2.99,320363,Capcom,2015
"['Action', 'Adventure']",Claire's Rodeo Costume,2015-02-24,2.99,320360,Capcom,2015
"['Action', 'Adventure']",Raid Mode: Album Storage C,2015-02-24,1.99,320388,Capcom,2015
"['Action', 'Adventure']",Raid Mode Character: Albert Wesker,2015-02-24,2.49,320371,Capcom,2015
"['Action', 'Adventure']",Raid Mode Character: HUNK,2015-02-24,2.49,320370,Capcom,2015
"['Action', 'Adventure']",Moira's Urban Ninja Costume,2015-02-24,2.99,320361,Capcom,2015
"['Action', 'Adventure']",Resident Evil Revelations 2 / Biohazard Revelations 2,2015-02-24,5.99,287290,"CAPCOM Co., Ltd.",2015
"['Action', 'Adventure']",Raid Mode: Throwback Map Pack,2015-02-24,4.99,320372,Capcom,2015
"['Indie', 'Simulation', 'Strategy']",TownCraft,2015-02-25,9.99,296280,"Flat Earth Games,Epiphany Games",2015
"['Action', 'Casual', 'Indie', 'Strategy']",Starlaxis Supernova Edition Demo,2015-02-24,4.99,353020,Spiderwork Games,2015
"['Action', 'Indie', 'Strategy', 'Early Access']",Airships: Conquer the Skies,2015-02-25,14.99,342560,David Stark,2015
"['Action', 'Indie']",Over 9000 Zombies!,2015-02-25,1.99,273500,Loren Lemcke,2015
['Adventure'],Oddworld: New 'n' Tasty - Scrub Abe Costume,2015-02-25,0.99,323340,"Just Add Water (Developments), Ltd.",2015
"['Adventure', 'Indie']",The Great Fusion,2015-02-25,2.99,341690,Loading Home,2015
"['Action', 'Indie']",Isbarah,2015-02-25,13.99,333510,Leikir Studio,2015
"['Action', 'Adventure', 'Indie']",Oddworld: New 'n' Tasty,2015-02-25,19.99,314660,"Just Add Water (Developments), Ltd.",2015
['Adventure'],Oddworld: New 'n' Tasty - Alf's Escape DLC,2015-02-25,2.99,323341,"Just Add Water (Developments), Ltd.",2015
